Id,OrgId,IncidentId,AlertId,DetectorId,AlertTitle,Category,IncidentGrade,EntityType,EvidenceRole,DeviceId,Sha256,IpAddress,Url,AccountSid,AccountUpn,AccountObjectId,AccountName,DeviceName,NetworkMessageId,RegistryKey,RegistryValueName,RegistryValueData,ApplicationId,ApplicationName,OAuthApplicationId,FileName,FolderPath,ResourceIdName,OSFamily,OSVersion,CountryCode,State,City,Year,Month,Day,Hour,Minute,Second,Weekday
1571958033148,34,279316,604113,3,4,SuspiciousActivity,BenignPositive,Ip,Related,98799,138268,97086,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,3,15,53,33,0
85899346329,54,310,1713,179,24,CredentialAccess,BenignPositive,User,Impacted,98799,138268,360606,160396,398432,656141,379964,442807,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,10,1,2,55,0
1305670059931,23,107,535943,0,0,InitialAccess,TruePositive,User,Impacted,98799,138268,360606,160396,10161,15979,10405,11139,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,6,11,54,25,3
1443109013265,0,303,85631,0,0,InitialAccess,TruePositive,User,Impacted,98799,138268,360606,160396,2406,3192,2415,2554,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,5,7,23,30,2
962072678452,10,152,115,12,393,Impact,TruePositive,Ip,Related,98799,138268,2151,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,5,26,8,2,17,6
1357209669612,10,958,248,12,52,Impact,TruePositive,Ip,Related,98799,138268,1482,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,5,20,0,19,46,0
1185410974457,419,185569,1522495,6,5,InitialAccess,BenignPositive,Mailbox,Impacted,98799,138268,360606,160396,105890,124603,103341,94707,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,7,17,20,35,4
489626273550,0,81936,86128,0,0,InitialAccess,TruePositive,Ip,Related,98799,138268,270,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,13,37,120,2024,6,4,1,15,27,1
1391569408439,106,42339,280300,2,2,CommandAndControl,BenignPositive,User,Impacted,98799,138268,360606,160396,39665,52425,27159,43011,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,6,6,45,30,3
1022202216477,6,34338,151919,206,181,Impact,BenignPositive,Ip,Related,98799,138268,8883,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,5,24,8,25,57,4
1597727838306,141,69160,159921,115,93,Execution,BenignPositive,User,Impacted,98799,138268,360606,160396,1048,1436,1042,1106,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,5,0,31,31,2
249108104513,341,6321,27200,6,5,InitialAccess,BenignPositive,MailCluster,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,3,14,41,59,0
300647714452,3,164350,199212,3,4,SuspiciousActivity,BenignPositive,Ip,Related,98799,138268,45974,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,10,10,59,2,0
1537598296175,24,110779,31438,1,1,InitialAccess,TruePositive,Mailbox,Impacted,98799,138268,360606,160396,44002,38115,42499,45354,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,12,5,3,27,2
1108101564153,0,319,388013,0,0,InitialAccess,TruePositive,User,Impacted,98799,138268,360606,160396,907,1261,902,972,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,7,16,0,26,4
790273986968,71,2523,318,103,38,InitialAccess,FalsePositive,Ip,Related,98799,138268,87850,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,3,23,33,37,0
841813594508,92,10368,202609,3,4,SuspiciousActivity,BenignPositive,User,Impacted,98799,138268,360606,160396,8530,12588,8468,9036,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,12,18,31,4,2
1236950583815,28,167114,61403,1,1,InitialAccess,TruePositive,User,Impacted,98799,138268,360606,160396,31726,28891,31641,36949,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,12,8,57,16,2
25769805527,0,69,126310,0,0,InitialAccess,TruePositive,Ip,Related,98799,138268,10210,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,21,241,1457,2024,6,5,0,43,44,2
1073741825802,0,315,502429,0,0,InitialAccess,TruePositive,User,Impacted,98799,138268,360606,160396,205,286,196,230,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,7,8,15,20,4
1168231106198,1,357,313414,19,15,InitialAccess,TruePositive,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,11,22,49,1,1
1228360651942,402,1919,1030860,4,3,InitialAccess,FalsePositive,User,Impacted,98799,138268,360606,160396,283233,404855,234265,274496,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,13,23,35,1,3
833223656091,22,197,838757,4,3,InitialAccess,TruePositive,Ip,Related,98799,138268,54,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,1,0,0,2024,6,4,12,1,7,1
352187321017,29,1621,1796,54,33,Persistence,BenignPositive,Ip,Related,98799,138268,36231,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,4,16,54,21,1
1151051235348,6,2362,45,17,696,Impact,BenignPositive,Ip,Related,98799,138268,8038,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,5,22,2,25,35,2
395136991850,43,644,3351,52,10,Impact,BenignPositive,Ip,Related,98799,138268,12328,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,5,21,3,23,53,1
1391569405952,514,38908,60742,28,19,InitialAccess,TruePositive,MailCluster,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,6,5,14,15,3
395136994890,1440,2722,1416864,5,189,SuspiciousActivity,BenignPositive,User,Impacted,98799,138268,360606,160396,2758,3657,2751,2556,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,14,17,50,10,4
1640677509398,52,1896,236,99,660,CommandAndControl,BenignPositive,Ip,Related,98799,138268,78608,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,5,31,21,0,8,4
1391569408599,66,32783,349798,5,34,SuspiciousActivity,TruePositive,User,Impacted,98799,138268,360606,160396,642,853,633,682,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,16,11,42,19,6
1520418424176,65,508225,1475273,455,477,InitialAccess,TruePositive,Mailbox,Impacted,98799,138268,360606,160396,7136,5984,7153,7768,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,10,14,39,50,0
1297080128434,114,532,193831,3,4,SuspiciousActivity,FalsePositive,Ip,Related,98799,138268,2930,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,5,15,57,42,2
472446406731,86,900,676710,284,276,Impact,BenignPositive,Ip,Related,98799,138268,232,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,10,16,37,57,0
850403528744,24,463150,1372707,5,50,SuspiciousActivity,BenignPositive,Ip,Related,98799,138268,191662,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,5,20,3,7,2
601295426061,411,15104,552114,73,54,InitialAccess,BenignPositive,User,Impacted,98799,138268,360606,160396,414268,666584,415843,449000,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,3,18,13,37,0
687194772270,226,162,978662,19,15,InitialAccess,TruePositive,Ip,Related,98799,138268,28792,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,6,23,26,2024,6,14,8,48,58,4
575525621457,3,30727,109555,3,142,SuspiciousActivity,BenignPositive,Ip,Related,98799,138268,120080,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,7,16,53,1,4
412316862119,167,40591,620879,3,4,SuspiciousActivity,BenignPositive,Ip,Related,98799,138268,54132,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,11,17,17,21,1
1683627184248,169,625,383422,19,15,InitialAccess,TruePositive,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,4,6,3,37,1
343597387376,196,345,7794,109,87,Discovery,TruePositive,Ip,Related,98799,138268,4697,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,5,26,23,5,22,6
171798696145,178,179,1327457,7,6,InitialAccess,TruePositive,User,Impacted,98799,138268,360606,160396,10773,16479,10790,11461,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,6,19,2,47,3
1168231105814,1078,72702,455773,6,5,InitialAccess,TruePositive,User,Impacted,98799,138268,360606,160396,174240,183749,199599,180451,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,10,16,45,24,0
249108106220,55,96565,71696,110,86,InitialAccess,TruePositive,User,Impacted,98799,138268,360606,160396,312079,286503,269966,263267,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,11,3,16,15,1
257698042390,780,249028,469371,73,54,InitialAccess,FalsePositive,Ip,Related,98799,138268,309354,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,21,1445,10630,2024,6,3,22,43,31,0
1632087574439,39,3720,338956,9,59,Execution,TruePositive,User,Impacted,98799,138268,360606,160396,687,909,677,726,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,5,12,14,6,2
1279900257677,59,274154,1376191,5,267,SuspiciousActivity,BenignPositive,Ip,Related,98799,138268,15028,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,6,8,19,56,3
644245096174,0,81,497486,0,0,InitialAccess,TruePositive,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,5,6,30,32,2
309237649430,10,208,258,12,420,Impact,TruePositive,Ip,Related,98799,138268,338,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,5,21,6,8,36,1
1443109013318,45,24301,82131,6,5,InitialAccess,FalsePositive,MailCluster,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,11,16,24,28,1
249108107569,36,4443,50828,1,1,InitialAccess,BenignPositive,Mailbox,Impacted,98799,138268,360606,160396,68103,81704,73729,5480,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,15,4,26,10,5
601295424398,50,0,311927,0,0,InitialAccess,TruePositive,Ip,Related,98799,138268,2761,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,22,57,341,2024,6,14,21,10,40,4
317827583346,2,175984,235182,10,8,InitialAccess,BenignPositive,Mailbox,Impacted,98799,138268,360606,160396,11411,5178,11285,12104,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,12,9,7,7,2
1546188230090,35,165,1216493,14,12,CredentialAccess,TruePositive,User,Impacted,98799,138268,360606,160396,7829,11488,7892,8357,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,4,1,22,0,1
635655162268,5,60,967681,4,3,InitialAccess,TruePositive,Ip,Related,98799,138268,2560,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,4,4,85,2024,6,4,21,20,56,1
1494648621632,371,1325,4846,66,48,InitialAccess,TruePositive,Mailbox,Impacted,98799,138268,360606,160396,441377,164288,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,5,19,15,4,2
1168231106198,1,357,182001,0,0,InitialAccess,TruePositive,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,11,4,2,0,1
420906796303,117,71,1055491,4,3,InitialAccess,TruePositive,Ip,Related,98799,138268,27,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,31,6,3,2024,6,5,5,49,59,2
223338302495,1694,28464,225744,35,23,InitialAccess,FalsePositive,Mailbox,Impacted,98799,138268,360606,160396,138113,143318,151858,128256,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,10,14,22,7,0
1511828489999,0,116,1349898,0,0,InitialAccess,TruePositive,User,Impacted,98799,138268,360606,160396,2995,4001,2985,3158,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,9,13,44,35,6
120259086956,789,26096,115233,6,5,InitialAccess,BenignPositive,Mailbox,Impacted,98799,138268,360606,160396,1745,1035,1743,1843,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,10,12,31,46,0
1640677509642,28,146091,45326,1,1,InitialAccess,TruePositive,User,Impacted,98799,138268,360606,160396,65604,69174,73898,74347,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,9,2,8,17,6
1056561956622,0,90,1314732,0,0,InitialAccess,TruePositive,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,8,18,30,0,5
266287974762,5,137,167550,0,0,InitialAccess,TruePositive,Ip,Related,98799,138268,2215,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,3,207,322,2024,6,9,3,5,8,6
240518172164,263,105864,536211,7,6,InitialAccess,TruePositive,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,6,7,7,38,3
1228360648424,0,262,410871,0,0,InitialAccess,TruePositive,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,6,3,37,47,3
1675037249530,10,2305,219,12,70,Impact,TruePositive,Ip,Related,98799,138268,3799,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,5,26,6,11,27,6
1391569409068,198,2026,3788,119,99,SuspiciousActivity,BenignPositive,Ip,Related,98799,138268,4932,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,6,19,55,7,3
661424967569,14,1967,144,41,81,Impact,TruePositive,Ip,Related,98799,138268,1946,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,5,27,5,0,27,0
1374389536545,0,267,310557,0,0,InitialAccess,TruePositive,User,Impacted,98799,138268,360606,160396,1256,1714,1249,1319,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,8,15,42,52,5
42949674613,7,2930,594,21,825,Impact,FalsePositive,Ip,Related,98799,138268,1542,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,5,26,12,47,27,6
1090921696615,101,253,236714,6,5,InitialAccess,TruePositive,MailCluster,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,3,19,17,37,0
455266536171,29,45401,46116,101,78,CredentialAccess,BenignPositive,User,Impacted,98799,138268,360606,160396,441377,673934,425863,1691,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,8,5,13,20,5
1460288882818,90,157,962350,0,0,InitialAccess,TruePositive,CloudLogonSession,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,4,16,50,54,1
1520418425415,40,1108,14126,13,11,InitialAccess,BenignPositive,Mailbox,Impacted,98799,138268,360606,160396,2073,2488,2072,2175,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,11,23,4,20,1
858993460943,0,177,849097,4,3,InitialAccess,TruePositive,User,Impacted,98799,138268,360606,160396,498,662,489,535,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,4,17,11,39,1
704374638487,122,3176,247053,2,2,CommandAndControl,FalsePositive,User,Impacted,98799,138268,360606,160396,9528,14406,9448,10265,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,14,11,33,3,4
1305670062805,633,15847,25748,1,1,InitialAccess,BenignPositive,Mailbox,Impacted,98799,138268,360606,160396,29848,27422,28379,32360,153085,529644,1631,635,860,2251,3421,881,289573,117668,3586,5,66,242,1445,10630,2024,6,13,10,6,32,3
